order_id;user_id;status;gender;created_at;returned_at;shipped_at;delivered_at;num_of_item
1269;1012;Cancelled;F;2023-02-12 06:19:00+00:00;;;;4
1271;1012;Complete;F;2023-02-19 06:19:00+00:00;;2023-02-22 03:11:00+00:00;2023-02-23 07:26:00+00:00;1
1268;1012;Processing;F;2023-11-05 06:19:00+00:00;;;;3
1270;1012;Processing;F;2023-04-04 06:19:00+00:00;;;;1
1272;1013;Cancelled;M;2020-11-22 18:29:00+00:00;;;;1
1274;1013;Complete;M;2023-11-07 18:29:00+00:00;;2023-11-09 15:27:00+00:00;2023-11-13 03:35:00+00:00;1
1275;1013;Complete;M;2022-01-29 18:29:00+00:00;;2022-02-01 00:49:00+00:00;2022-02-03 03:33:00+00:00;1
1273;1013;Shipped;M;2020-02-21 18:29:00+00:00;;2020-02-24 06:51:00+00:00;;1
1276;1014;Processing;M;2020-01-07 13:25:00+00:00;;;;1
1277;1016;Complete;M;2021-08-07 02:07:00+00:00;;2021-08-07 09:05:00+00:00;2021-08-09 23:02:00+00:00;3
1278;1016;Shipped;M;2023-12-07 02:07:00+00:00;;2023-12-09 16:25:00+00:00;;1
1279;1017;Processing;F;2023-12-09 18:43:00+00:00;;;;1
1280;1018;Complete;F;2021-02-16 02:19:00+00:00;;2021-02-17 08:40:00+00:00;2021-02-21 13:38:00+00:00;1
1281;1018;Processing;F;2021-10-01 02:19:00+00:00;;;;1
1282;1019;Shipped;F;2023-11-17 05:46:00+00:00;;2023-11-18 06:25:00+00:00;;2
1283;1021;Shipped;F;2020-03-14 06:18:00+00:00;;2020-03-15 23:24:00+00:00;;1
1284;1022;Shipped;M;2023-01-08 18:45:00+00:00;;2023-01-10 18:55:00+00:00;;1
1285;1023;Cancelled;M;2023-02-02 05:11:00+00:00;;;;1
1286;1024;Complete;M;2023-06-24 17:26:00+00:00;;2023-06-25 16:31:00+00:00;2023-06-28 02:46:00+00:00;1
1287;1025;Cancelled;M;2023-11-08 00:03:00+00:00;;;;2
1288;1026;Complete;F;2022-04-07 07:16:00+00:00;;2022-04-09 06:20:00+00:00;2022-04-11 06:51:00+00:00;1
1289;1027;Shipped;M;2023-01-16 16:56:00+00:00;;2023-01-19 08:29:00+00:00;;2
1290;1028;Shipped;M;2022-03-02 04:34:00+00:00;;2022-03-02 07:38:00+00:00;;1
1294;1030;Complete;F;2022-12-10 12:17:00+00:00;;2022-12-12 04:28:00+00:00;2022-12-17 02:39:00+00:00;3
1291;1030;Processing;F;2022-11-24 12:17:00+00:00;;;;2
1293;1030;Returned;F;2021-03-30 12:17:00+00:00;2021-04-03 18:21:00+00:00;2021-04-01 16:29:00+00:00;2021-04-03 03:42:00+00:00;1
1292;1030;Shipped;F;2021-08-04 12:17:00+00:00;;2021-08-05 10:57:00+00:00;;2
1295;1031;Processing;M;2023-02-08 12:33:00+00:00;;;;2
1296;1032;Cancelled;F;2023-11-22 04:21:00+00:00;;;;1
1297;1033;Processing;M;2021-07-26 16:25:00+00:00;;;;1
1298;1033;Shipped;M;2021-01-22 16:25:00+00:00;;2021-01-24 04:25:00+00:00;;1
1299;1035;Complete;M;2023-09-18 10:35:00+00:00;;2023-09-20 01:30:00+00:00;2023-09-24 18:18:00+00:00;1
1300;1036;Complete;F;2023-07-16 12:22:00+00:00;;2023-07-18 20:12:00+00:00;2023-07-19 19:22:00+00:00;3
1303;1037;Complete;F;2021-10-02 13:44:00+00:00;;2021-10-04 11:25:00+00:00;2021-10-08 12:29:00+00:00;1
1302;1037;Returned;F;2021-09-10 13:44:00+00:00;2021-09-15 10:51:00+00:00;2021-09-10 17:57:00+00:00;2021-09-13 04:20:00+00:00;2
1301;1037;Shipped;F;2021-02-22 13:44:00+00:00;;2021-02-24 15:47:00+00:00;;2
1304;1037;Shipped;F;2023-02-20 13:44:00+00:00;;2023-02-21 23:46:00+00:00;;1
1305;1038;Returned;M;2021-11-03 10:21:00+00:00;2021-11-12 04:38:00+00:00;2021-11-05 19:04:00+00:00;2021-11-10 08:46:00+00:00;1
1306;1041;Processing;M;2021-01-19 07:40:00+00:00;;;;1
1307;1041;Returned;M;2023-09-28 07:40:00+00:00;2023-10-01 01:18:00+00:00;2023-09-29 04:11:00+00:00;2023-09-30 23:58:00+00:00;2
1308;1042;Complete;F;2023-09-27 13:20:00+00:00;;2023-09-29 11:34:00+00:00;2023-10-03 22:28:00+00:00;1
1310;1043;Complete;M;2023-08-08 10:39:00+00:00;;2023-08-09 18:02:00+00:00;2023-08-11 05:48:00+00:00;1
1309;1043;Shipped;M;2023-10-28 10:39:00+00:00;;2023-10-29 09:36:00+00:00;;2
1313;1044;Complete;M;2020-04-06 00:29:00+00:00;;2020-04-07 15:20:00+00:00;2020-04-10 17:43:00+00:00;1
1311;1044;Processing;M;2023-10-02 00:29:00+00:00;;;;1
1314;1044;Processing;M;2019-11-29 00:29:00+00:00;;;;1
1312;1044;Shipped;M;2019-12-27 00:29:00+00:00;;2019-12-27 23:41:00+00:00;;1
1317;1045;Complete;F;2021-04-21 12:32:00+00:00;;2021-04-23 01:52:00+00:00;2021-04-24 14:24:00+00:00;1
1315;1045;Shipped;F;2021-02-12 12:32:00+00:00;;2021-02-13 02:01:00+00:00;;1
1316;1045;Shipped;F;2023-03-21 12:32:00+00:00;;2023-03-21 16:50:00+00:00;;1
1318;1046;Complete;M;2023-12-07 16:28:00+00:00;;2023-12-08 07:37:00+00:00;2023-12-12 23:55:00+00:00;1
1319;1047;Complete;M;2023-12-14 09:01:00+00:00;;2023-12-15 16:09:00+00:00;2023-12-16 13:48:00+00:00;1
1320;1048;Cancelled;F;2021-03-20 06:57:00+00:00;;;;1
1321;1050;Complete;M;2024-01-01 08:18:00+00:00;;2024-01-03 01:35:00+00:00;2024-01-07 17:54:00+00:00;1
1322;1050;Complete;M;2021-10-31 08:18:00+00:00;;2021-11-02 08:23:00+00:00;2021-11-06 14:42:00+00:00;1
1323;1050;Processing;M;2023-04-11 08:18:00+00:00;;;;1
1324;1050;Shipped;M;2023-01-11 08:18:00+00:00;;2023-01-11 23:33:00+00:00;;4
1325;1051;Shipped;M;2020-05-02 01:00:00+00:00;;2020-05-03 04:05:00+00:00;;1
1326;1052;Returned;F;2023-09-02 10:16:00+00:00;2023-09-08 07:02:00+00:00;2023-09-04 17:00:00+00:00;2023-09-06 22:36:00+00:00;1
1327;1054;Processing;F;2023-10-14 08:59:00+00:00;;;;1
1328;1055;Complete;F;2020-04-17 11:11:00+00:00;;2020-04-19 15:02:00+00:00;2020-04-20 20:09:00+00:00;1
1329;1056;Cancelled;F;2021-01-21 18:28:00+00:00;;;;1
1330;1056;Shipped;F;2023-01-16 18:28:00+00:00;;2023-01-19 18:15:00+00:00;;1
1331;1058;Shipped;F;2022-03-26 11:19:00+00:00;;2022-03-28 00:57:00+00:00;;2
1332;1062;Complete;M;2022-03-24 17:26:00+00:00;;2022-03-27 14:23:00+00:00;2022-03-29 13:43:00+00:00;1
1333;1063;Processing;F;2023-07-17 11:44:00+00:00;;;;1
1334;1063;Returned;F;2021-06-10 11:44:00+00:00;2021-06-16 04:19:00+00:00;2021-06-12 15:51:00+00:00;2021-06-15 14:21:00+00:00;2
1336;1064;Complete;M;2022-06-13 03:48:00+00:00;;2022-06-15 08:41:00+00:00;2022-06-15 14:49:00+00:00;2
1335;1064;Shipped;M;2023-06-13 03:48:00+00:00;;2023-06-14 06:43:00+00:00;;2
1337;1065;Returned;M;2023-04-25 16:57:00+00:00;2023-04-29 08:46:00+00:00;2023-04-26 08:51:00+00:00;2023-04-26 21:29:00+00:00;2
1338;1066;Shipped;F;2023-10-06 13:59:00+00:00;;2023-10-06 15:13:00+00:00;;1
1339;1067;Cancelled;M;2023-07-15 11:37:00+00:00;;;;1
1340;1069;Complete;M;2022-09-15 07:49:00+00:00;;2022-09-17 12:52:00+00:00;2022-09-20 11:43:00+00:00;1
1341;1069;Complete;M;2023-03-21 07:49:00+00:00;;2023-03-22 18:49:00+00:00;2023-03-27 07:05:00+00:00;1
1342;1070;Shipped;M;2023-03-15 16:08:00+00:00;;2023-03-15 17:24:00+00:00;;1
1344;1071;Complete;F;2022-03-11 17:05:00+00:00;;2022-03-12 22:27:00+00:00;2022-03-15 20:42:00+00:00;1
1343;1071;Processing;F;2019-03-16 17:05:00+00:00;;;;1
1345;1072;Complete;F;2024-01-13 06:00:00.512926+00:00;;2024-01-13 18:53:00.512926+00:00;2024-01-17 21:01:00.512926+00:00;1
1346;1073;Cancelled;M;2023-04-16 13:14:00+00:00;;;;1
1347;1073;Returned;M;2023-02-16 13:14:00+00:00;2023-02-22 20:00:00+00:00;2023-02-17 23:41:00+00:00;2023-02-22 19:47:00+00:00;1
1348;1074;Complete;F;2020-12-09 10:43:00+00:00;;2020-12-12 05:11:00+00:00;2020-12-15 11:23:00+00:00;1
1349;1075;Shipped;M;2021-10-22 03:59:00+00:00;;2021-10-23 05:56:00+00:00;;1
1350;1076;Shipped;M;2023-09-17 07:55:00+00:00;;2023-09-17 14:14:00+00:00;;2
1351;1077;Complete;M;2023-02-10 18:47:00+00:00;;2023-02-13 01:32:00+00:00;2023-02-17 06:28:00+00:00;1
1352;1078;Complete;F;2021-09-05 04:15:00+00:00;;2021-09-05 14:18:00+00:00;2021-09-07 19:45:00+00:00;1
1353;1078;Complete;F;2023-04-01 04:15:00+00:00;;2023-04-01 23:08:00+00:00;2023-04-02 06:56:00+00:00;1
1354;1079;Processing;F;2021-12-02 01:57:00+00:00;;;;4
1355;1080;Cancelled;F;2022-11-18 15:07:00+00:00;;;;2
1356;1080;Complete;F;2022-12-19 15:07:00+00:00;;2022-12-21 01:22:00+00:00;2022-12-22 15:15:00+00:00;2
1357;1083;Complete;F;2022-07-07 17:16:00+00:00;;2022-07-08 04:30:00+00:00;2022-07-12 21:27:00+00:00;1
1358;1084;Cancelled;F;2022-09-20 03:47:00+00:00;;;;3
1360;1085;Cancelled;M;2023-02-11 05:35:00+00:00;;;;1
1359;1085;Shipped;M;2022-10-22 05:35:00+00:00;;2022-10-24 21:05:00+00:00;;1
1361;1086;Shipped;F;2023-11-11 09:18:00+00:00;;2023-11-14 04:00:00+00:00;;3
1362;1088;Complete;M;2023-08-25 06:42:00+00:00;;2023-08-27 07:50:00+00:00;2023-08-30 06:55:00+00:00;3
1363;1088;Complete;M;2023-10-19 06:42:00+00:00;;2023-10-21 23:01:00+00:00;2023-10-26 22:28:00+00:00;3
1365;1089;Cancelled;M;2024-01-15 02:45:01.086997+00:00;;;;1
1364;1089;Processing;M;2024-01-15 02:45:01.086997+00:00;;;;1
1366;1089;Shipped;M;2024-01-15 02:45:01.086997+00:00;;2024-01-16 10:08:01.086997+00:00;;4
1367;1090;Shipped;M;2022-08-16 10:02:00+00:00;;2022-08-19 10:00:00+00:00;;1
1368;1096;Shipped;M;2022-11-24 18:00:00+00:00;;2022-11-26 22:35:00+00:00;;3
1369;1097;Cancelled;F;2023-10-26 13:47:00+00:00;;;;1
1371;1098;Cancelled;M;2021-12-23 10:51:00+00:00;;;;4
1370;1098;Complete;M;2022-04-09 10:51:00+00:00;;2022-04-09 12:57:00+00:00;2022-04-12 15:18:00+00:00;1
1372;1099;Shipped;M;2023-06-27 08:55:00+00:00;;2023-06-29 20:49:00+00:00;;1
1373;1100;Processing;M;2023-04-03 06:38:00+00:00;;;;1
1374;1101;Cancelled;F;2022-04-06 01:04:00+00:00;;;;2
1375;1101;Processing;F;2023-12-06 01:04:00+00:00;;;;2
1376;1101;Processing;F;2022-07-24 01:04:00+00:00;;;;1
1378;1103;Processing;F;2020-11-17 10:42:00+00:00;;;;1
1377;1103;Shipped;F;2023-02-05 10:42:00+00:00;;2023-02-05 23:59:00+00:00;;1
1379;1104;Cancelled;F;2020-07-29 04:40:00+00:00;;;;2
1380;1104;Shipped;F;2023-07-26 04:40:00+00:00;;2023-07-27 02:21:00+00:00;;1
1381;1105;Processing;F;2023-09-08 17:47:00+00:00;;;;1
1382;1106;Shipped;F;2023-08-26 11:35:00+00:00;;2023-08-28 19:15:00+00:00;;4
1383;1107;Complete;M;2023-05-15 02:00:00+00:00;;2023-05-16 06:48:00+00:00;2023-05-19 05:47:00+00:00;2
1384;1109;Complete;F;2024-01-16 01:54:01.677716+00:00;;2024-01-18 17:39:01.677716+00:00;2024-01-19 10:27:01.677716+00:00;4
1385;1110;Cancelled;F;2023-11-22 07:55:00+00:00;;;;1
1386;1110;Shipped;F;2023-12-31 07:55:00+00:00;;2023-12-31 10:39:00+00:00;;4
1387;1110;Shipped;F;2024-01-02 07:55:00+00:00;;2024-01-02 10:23:00+00:00;;1
1388;1110;Shipped;F;2023-11-10 07:55:00+00:00;;2023-11-10 13:42:00+00:00;;2
1389;1111;Returned;F;2021-11-15 10:47:00+00:00;2021-11-22 03:49:00+00:00;2021-11-17 02:27:00+00:00;2021-11-22 00:54:00+00:00;1
1390;1112;Complete;M;2023-03-05 10:26:00+00:00;;2023-03-08 06:58:00+00:00;2023-03-12 04:12:00+00:00;4
1391;1113;Processing;F;2021-11-14 15:00:00+00:00;;;;1
1392;1114;Cancelled;F;2022-01-04 16:03:00+00:00;;;;1
1393;1114;Processing;F;2023-05-13 16:03:00+00:00;;;;1
1394;1115;Complete;F;2022-06-07 13:05:00+00:00;;2022-06-08 15:13:00+00:00;2022-06-10 20:41:00+00:00;1
1397;1118;Cancelled;M;2023-10-11 18:24:00+00:00;;;;3
1398;1118;Complete;M;2023-12-14 18:24:00+00:00;;2023-12-16 00:59:00+00:00;2023-12-17 00:55:00+00:00;1
1395;1118;Shipped;M;2023-02-07 18:24:00+00:00;;2023-02-10 10:23:00+00:00;;1
1396;1118;Shipped;M;2022-11-23 18:24:00+00:00;;2022-11-26 18:12:00+00:00;;1
1399;1119;Processing;F;2021-11-10 15:36:00+00:00;;;;2
1400;1121;Shipped;F;2023-11-10 03:49:00+00:00;;2023-11-11 05:08:00+00:00;;1
1401;1122;Cancelled;M;2023-07-05 06:08:00+00:00;;;;2
1403;1123;Processing;F;2022-03-09 13:16:00+00:00;;;;1
1402;1123;Shipped;F;2023-07-06 13:16:00+00:00;;2023-07-07 10:40:00+00:00;;3
1404;1124;Shipped;F;2023-02-04 13:31:00+00:00;;2023-02-04 22:02:00+00:00;;1
1405;1125;Processing;F;2023-06-30 03:35:00+00:00;;;;2
1407;1126;Complete;F;2023-01-17 00:06:00+00:00;;2023-01-17 03:08:00+00:00;2023-01-19 09:17:00+00:00;2
1406;1126;Shipped;F;2022-04-04 00:06:00+00:00;;2022-04-06 10:02:00+00:00;;2
1408;1127;Processing;M;2021-06-19 16:03:00+00:00;;;;1
1409;1127;Processing;M;2020-08-02 16:03:00+00:00;;;;2
1410;1129;Shipped;F;2022-01-08 14:03:00+00:00;;2022-01-08 22:39:00+00:00;;2
1411;1129;Shipped;F;2022-12-11 14:03:00+00:00;;2022-12-14 12:05:00+00:00;;2
1412;1130;Complete;F;2022-02-25 00:06:00+00:00;;2022-02-27 08:02:00+00:00;2022-02-28 03:04:00+00:00;2
1413;1131;Complete;M;2022-10-13 12:41:00+00:00;;2022-10-16 09:45:00+00:00;2022-10-16 23:14:00+00:00;1
1414;1132;Cancelled;M;2022-08-05 03:24:00+00:00;;;;3
1415;1132;Processing;M;2023-04-08 03:24:00+00:00;;;;1
1416;1134;Shipped;M;2022-05-18 13:15:00+00:00;;2022-05-19 03:04:00+00:00;;1
1417;1135;Shipped;M;2023-10-27 05:29:00+00:00;;2023-10-28 09:07:00+00:00;;1
1418;1136;Processing;F;2022-07-11 01:11:00+00:00;;;;3
1419;1137;Complete;M;2023-08-04 14:51:00+00:00;;2023-08-04 21:56:00+00:00;2023-08-09 16:47:00+00:00;1
1420;1138;Shipped;F;2023-07-31 18:56:00+00:00;;2023-08-03 04:01:00+00:00;;1
1421;1139;Cancelled;F;2023-09-28 17:22:00+00:00;;;;1
1422;1140;Returned;F;2020-12-24 16:25:00+00:00;2021-01-01 14:56:00+00:00;2020-12-26 07:21:00+00:00;2020-12-30 09:03:00+00:00;4
1423;1140;Shipped;F;2021-01-26 16:25:00+00:00;;2021-01-29 03:30:00+00:00;;4
1424;1140;Shipped;F;2023-01-04 16:25:00+00:00;;2023-01-05 01:57:00+00:00;;1
1425;1141;Complete;M;2023-07-14 03:04:00+00:00;;2023-07-16 22:16:00+00:00;2023-07-17 10:37:00+00:00;1
1426;1142;Processing;F;2023-10-09 07:40:00+00:00;;;;1
1427;1143;Complete;M;2019-10-02 03:23:00+00:00;;2019-10-03 03:31:00+00:00;2019-10-07 05:13:00+00:00;1
1428;1144;Shipped;M;2023-05-20 11:41:00+00:00;;2023-05-22 23:27:00+00:00;;3
1429;1145;Complete;M;2023-10-29 17:59:00+00:00;;2023-10-30 22:15:00+00:00;2023-11-03 07:11:00+00:00;1
1430;1146;Complete;M;2021-12-11 12:14:00+00:00;;2021-12-13 15:33:00+00:00;2021-12-17 14:00:00+00:00;1
1431;1147;Shipped;M;2022-09-05 07:38:00+00:00;;2022-09-06 06:18:00+00:00;;1
1433;1148;Complete;M;2023-11-14 03:49:00+00:00;;2023-11-14 17:21:00+00:00;2023-11-18 06:13:00+00:00;1
1434;1148;Complete;M;2021-06-18 03:49:00+00:00;;2021-06-20 04:17:00+00:00;2021-06-24 11:10:00+00:00;1
1432;1148;Shipped;M;2022-11-27 03:49:00+00:00;;2022-11-30 01:03:00+00:00;;1
1435;1149;Shipped;M;2023-09-16 07:36:00+00:00;;2023-09-18 07:32:00+00:00;;1
1436;1150;Shipped;M;2023-03-03 11:49:00+00:00;;2023-03-05 01:36:00+00:00;;1
1440;1151;Processing;F;2021-08-25 05:29:00+00:00;;;;1
1437;1151;Returned;F;2023-03-28 05:29:00+00:00;2023-04-02 17:19:00+00:00;2023-03-30 08:56:00+00:00;2023-03-31 09:08:00+00:00;1
1439;1151;Returned;F;2022-01-19 05:29:00+00:00;2022-01-27 13:37:00+00:00;2022-01-21 06:05:00+00:00;2022-01-24 16:30:00+00:00;4
1438;1151;Shipped;F;2022-09-01 05:29:00+00:00;;2022-09-04 05:23:00+00:00;;1
1441;1152;Processing;M;2022-12-14 06:34:00+00:00;;;;2
1442;1153;Processing;M;2023-02-26 08:37:00+00:00;;;;1
1443;1153;Shipped;M;2021-11-26 08:37:00+00:00;;2021-11-28 08:17:00+00:00;;1
1444;1154;Shipped;M;2023-07-14 18:00:00+00:00;;2023-07-16 15:45:00+00:00;;4
1445;1156;Processing;M;2023-05-28 10:58:00+00:00;;;;1
1446;1156;Shipped;M;2023-04-27 10:58:00+00:00;;2023-04-28 02:28:00+00:00;;1
1447;1157;Returned;F;2023-10-24 17:07:00+00:00;2023-10-29 17:52:00+00:00;2023-10-25 06:36:00+00:00;2023-10-27 02:18:00+00:00;1
1448;1158;Cancelled;M;2023-06-15 13:56:00+00:00;;;;1
1449;1158;Complete;M;2023-05-13 13:56:00+00:00;;2023-05-13 14:35:00+00:00;2023-05-13 21:23:00+00:00;1
1450;1160;Cancelled;F;2022-02-13 09:25:00+00:00;;;;1
1451;1161;Shipped;M;2022-07-03 13:34:00+00:00;;2022-07-03 23:12:00+00:00;;1
1452;1162;Shipped;F;2021-01-13 11:05:00+00:00;;2021-01-14 01:17:00+00:00;;1
1453;1163;Complete;M;2024-01-17 10:33:03.707828+00:00;;2024-01-19 01:54:03.707828+00:00;2024-01-23 12:40:03.707828+00:00;3
1454;1163;Complete;M;2024-01-17 10:33:03.707828+00:00;;2024-01-18 22:31:03.707828+00:00;2024-01-20 15:28:03.707828+00:00;3
1455;1163;Complete;M;2024-01-17 10:33:03.707828+00:00;;2024-01-18 11:26:03.707828+00:00;2024-01-22 10:01:03.707828+00:00;1
1456;1164;Cancelled;F;2024-01-15 05:54:03.740918+00:00;;;;1
1457;1165;Shipped;F;2022-03-28 08:56:00+00:00;;2022-03-28 22:07:00+00:00;;1
1459;1166;Cancelled;M;2024-01-16 05:08:03.797990+00:00;;;;2
1458;1166;Returned;M;2024-01-16 05:08:03.797990+00:00;2024-01-21 00:48:03.797990+00:00;2024-01-16 06:15:03.797990+00:00;2024-01-18 09:50:03.797990+00:00;3
1460;1166;Shipped;M;2024-01-16 05:08:03.797990+00:00;;2024-01-18 10:23:03.797990+00:00;;1
1461;1167;Cancelled;F;2020-09-01 18:32:00+00:00;;;;2
1462;1168;Shipped;F;2023-08-21 10:28:00+00:00;;2023-08-23 22:52:00+00:00;;1
1463;1169;Shipped;F;2023-12-29 01:21:00+00:00;;2023-12-29 23:31:00+00:00;;1
1464;1169;Shipped;F;2022-05-21 01:21:00+00:00;;2022-05-21 18:35:00+00:00;;1
1465;1170;Cancelled;M;2024-01-15 02:45:03.917693+00:00;;;;1
1466;1170;Processing;M;2024-01-15 02:45:03.917693+00:00;;;;1
1468;1171;Returned;F;2023-06-23 10:27:00+00:00;2023-06-23 21:14:00+00:00;2023-06-23 17:49:00+00:00;2023-06-23 19:10:00+00:00;2
1467;1171;Shipped;F;2022-08-26 10:27:00+00:00;;2022-08-28 18:23:00+00:00;;1
1470;1172;Cancelled;M;2021-11-19 02:52:00+00:00;;;;1
1471;1172;Complete;M;2021-11-03 02:52:00+00:00;;2021-11-03 23:09:00+00:00;2021-11-05 13:26:00+00:00;1
1469;1172;Returned;M;2023-02-22 02:52:00+00:00;2023-03-01 09:11:00+00:00;2023-02-23 11:50:00+00:00;2023-02-26 12:02:00+00:00;1
1472;1172;Returned;M;2023-01-06 02:52:00+00:00;2023-01-10 17:36:00+00:00;2023-01-07 09:13:00+00:00;2023-01-07 20:51:00+00:00;1
1475;1174;Cancelled;M;2023-04-12 13:31:00+00:00;;;;1
1473;1174;Processing;M;2020-02-07 13:31:00+00:00;;;;2
1474;1174;Returned;M;2021-02-01 13:31:00+00:00;2021-02-07 03:05:00+00:00;2021-02-03 03:23:00+00:00;2021-02-06 06:39:00+00:00;1
1476;1175;Processing;M;2021-01-16 16:34:00+00:00;;;;4
1477;1176;Cancelled;F;2023-12-28 00:36:00+00:00;;;;1
1478;1176;Cancelled;F;2023-06-30 00:36:00+00:00;;;;1
1480;1176;Complete;F;2022-11-16 00:36:00+00:00;;2022-11-18 16:39:00+00:00;2022-11-19 11:06:00+00:00;1
1479;1176;Returned;F;2023-11-20 00:36:00+00:00;2023-11-27 14:13:00+00:00;2023-11-21 08:36:00+00:00;2023-11-24 19:06:00+00:00;1
1481;1179;Shipped;M;2021-10-24 02:58:00+00:00;;2021-10-26 20:32:00+00:00;;1
1482;1180;Cancelled;F;2022-06-19 10:57:00+00:00;;;;2
1484;1182;Cancelled;F;2023-08-02 09:19:00+00:00;;;;2
1483;1182;Complete;F;2023-08-09 09:19:00+00:00;;2023-08-12 07:58:00+00:00;2023-08-15 07:50:00+00:00;2
1485;1183;Cancelled;F;2023-11-01 06:56:00+00:00;;;;1
1486;1183;Shipped;F;2023-12-19 06:56:00+00:00;;2023-12-19 17:39:00+00:00;;1
1487;1184;Processing;F;2023-12-26 09:05:00+00:00;;;;2
1488;1186;Cancelled;M;2022-09-05 00:16:00+00:00;;;;1
1489;1186;Cancelled;M;2023-12-22 00:16:00+00:00;;;;1
1491;1186;Cancelled;M;2023-05-25 00:16:00+00:00;;;;1
1490;1186;Complete;M;2023-03-23 00:16:00+00:00;;2023-03-25 20:02:00+00:00;2023-03-28 23:14:00+00:00;1
1492;1187;Processing;M;2021-05-13 00:16:00+00:00;;;;1
1493;1188;Shipped;F;2022-01-19 08:22:00+00:00;;2022-01-21 05:12:00+00:00;;1
1494;1190;Shipped;M;2020-11-14 04:17:00+00:00;;2020-11-16 20:05:00+00:00;;1
1495;1193;Cancelled;M;2022-05-10 02:20:00+00:00;;;;2
1496;1195;Returned;F;2022-10-30 02:55:00+00:00;2022-11-05 15:01:00+00:00;2022-11-01 12:00:00+00:00;2022-11-05 04:59:00+00:00;2
1498;1195;Returned;F;2023-06-05 02:55:00+00:00;2023-06-15 02:28:00+00:00;2023-06-07 20:15:00+00:00;2023-06-12 14:38:00+00:00;2
1497;1195;Shipped;F;2023-03-16 02:55:00+00:00;;2023-03-16 17:24:00+00:00;;2
1499;1195;Shipped;F;2022-08-01 02:55:00+00:00;;2022-08-02 22:48:00+00:00;;1
1500;1196;Returned;M;2021-06-07 01:20:00+00:00;2021-06-12 06:51:00+00:00;2021-06-07 16:25:00+00:00;2021-06-10 09:18:00+00:00;1
1501;1197;Returned;M;2023-07-13 01:36:00+00:00;2023-07-17 08:03:00+00:00;2023-07-15 12:58:00+00:00;2023-07-15 21:21:00+00:00;1
1502;1199;Complete;M;2023-10-26 13:38:00+00:00;;2023-10-28 23:32:00+00:00;2023-10-30 09:51:00+00:00;1
1503;1199;Shipped;M;2023-01-20 13:38:00+00:00;;2023-01-21 10:35:00+00:00;;1
1504;1200;Shipped;M;2019-11-12 02:14:00+00:00;;2019-11-14 00:52:00+00:00;;2
1505;1202;Complete;M;2022-08-23 05:34:00+00:00;;2022-08-23 13:49:00+00:00;2022-08-25 01:15:00+00:00;1
1506;1203;Complete;F;2023-09-17 15:31:00+00:00;;2023-09-19 14:56:00+00:00;2023-09-20 21:46:00+00:00;1
1508;1204;Processing;M;2023-05-16 04:08:00+00:00;;;;2
1507;1204;Returned;M;2020-01-11 04:08:00+00:00;2020-01-18 02:48:00+00:00;2020-01-13 02:52:00+00:00;2020-01-17 23:09:00+00:00;2
1509;1205;Complete;M;2023-01-23 15:20:00+00:00;;2023-01-26 10:59:00+00:00;2023-01-28 13:43:00+00:00;1
1510;1206;Complete;F;2021-11-13 12:08:00+00:00;;2021-11-14 19:36:00+00:00;2021-11-18 12:20:00+00:00;1
1511;1207;Processing;F;2023-04-09 09:41:00+00:00;;;;2
1512;1208;Complete;M;2024-01-06 04:02:00+00:00;;2024-01-06 08:45:00+00:00;2024-01-07 14:57:00+00:00;2
1516;1209;Cancelled;M;2021-03-04 12:27:00+00:00;;;;1
1514;1209;Processing;M;2021-11-01 12:27:00+00:00;;;;2
1513;1209;Shipped;M;2021-09-19 12:27:00+00:00;;2021-09-22 05:47:00+00:00;;1
1515;1209;Shipped;M;2023-10-17 12:27:00+00:00;;2023-10-17 12:44:00+00:00;;1
1517;1210;Cancelled;F;2023-09-09 04:33:00+00:00;;;;1
1518;1211;Cancelled;F;2023-09-06 17:19:00+00:00;;;;1
1519;1212;Processing;F;2023-12-14 07:31:00+00:00;;;;2
1520;1212;Shipped;F;2023-12-31 07:31:00+00:00;;2024-01-01 02:42:00+00:00;;1
1521;1213;Complete;F;2021-08-08 01:06:00+00:00;;2021-08-09 09:57:00+00:00;2021-08-09 14:49:00+00:00;1
1522;1214;Complete;F;2023-04-04 00:14:00+00:00;;2023-04-04 02:11:00+00:00;2023-04-05 01:45:00+00:00;1
1523;1214;Complete;F;2021-11-25 00:14:00+00:00;;2021-11-26 20:50:00+00:00;2021-11-30 20:05:00+00:00;1
1524;1215;Cancelled;F;2023-09-29 06:30:00+00:00;;;;1
1525;1216;Processing;M;2019-11-19 09:39:00+00:00;;;;1
1526;1216;Processing;M;2022-07-05 09:39:00+00:00;;;;1
1527;1217;Returned;F;2023-02-05 08:48:00+00:00;2023-02-12 02:39:00+00:00;2023-02-07 07:12:00+00:00;2023-02-10 04:53:00+00:00;2
1528;1218;Complete;M;2023-06-20 13:55:00+00:00;;2023-06-21 22:27:00+00:00;2023-06-22 13:35:00+00:00;1
1529;1219;Complete;M;2023-05-15 14:24:00+00:00;;2023-05-18 04:27:00+00:00;2023-05-20 17:51:00+00:00;1
1530;1221;Shipped;M;2023-11-18 10:07:00+00:00;;2023-11-20 06:55:00+00:00;;1
1532;1222;Cancelled;M;2022-08-24 16:14:00+00:00;;;;1
1531;1222;Complete;M;2022-03-19 16:14:00+00:00;;2022-03-20 04:09:00+00:00;2022-03-24 00:44:00+00:00;1
